image_name,x1,y1,x2,y2,class
20190103_103704.jpg,50,442,436,974,object
20190103_103704.jpg,479,425,705,960,object
20190103_103704.jpg,710,405,888,954,object
20190103_103704.jpg,1602,557,1776,914,object
20190103_103704.jpg,113,1188,305,1594,object
20190103_103704.jpg,328,1214,513,1574,object
20190103_103704.jpg,733,1171,919,1548,object
20190103_103704.jpg,968,1111,1139,1537,object
20190103_103704.jpg,1150,1145,1359,1534,object
20190103_103704.jpg,1376,1148,1579,1534,object
20190103_103704.jpg,1596,1100,1802,1514,object
20190103_103704.jpg,1379,1580,1542,2134,object
20190103_103704.jpg,1185,1602,1353,2134,object
20190103_103704.jpg,970,1614,1170,2142,object
20190103_103704.jpg,785,1620,970,2154,object
20190103_103704.jpg,576,1631,782,2180,object
20190103_103704.jpg,382,1628,579,2162,object
20190103_103704.jpg,173,1631,382,2171,object
20190103_103704.jpg,1562,2345,1688,2677,object
20190103_103704.jpg,1373,2351,1513,2694,object
20190103_103704.jpg,1193,2357,1325,2700,object
20190103_103704.jpg,1010,2197,1173,2708,object
20190103_103704.jpg,822,2217,990,2722,object
20190103_103704.jpg,642,2231,813,2742,object
20190103_103704.jpg,448,2231,633,2751,object
20190103_103704.jpg,268,2237,445,2760,object
20190103_103704.jpg,1370,2774,1508,3245,object
20190103_103704.jpg,1202,2771,1362,3211,object
20190103_103704.jpg,1025,2785,1190,3225,object
20190103_103704.jpg,848,2800,1013,3271,object
20190103_103704.jpg,665,2802,845,3245,object
20190103_103704.jpg,499,2817,659,3260,object
20190103_103704.jpg,313,2828,499,3271,object
20190103_103704.jpg,978,601,1261,940,object
20190103_103704.jpg,1513,2788,1700,3188,object
20190111_111600_HoloLens.jpg,366,134,511,319,object
20190111_111600_HoloLens.jpg,521,147,612,315,object
20190111_111600_HoloLens.jpg,599,132,670,313,object
20190111_111600_HoloLens.jpg,694,196,806,315,object
20190111_111600_HoloLens.jpg,899,200,969,327,object
20190111_111600_HoloLens.jpg,375,385,446,509,object
20190111_111600_HoloLens.jpg,440,390,511,513,object
20190111_111600_HoloLens.jpg,589,390,664,515,object
20190111_111600_HoloLens.jpg,666,375,740,515,object
20190111_111600_HoloLens.jpg,822,400,893,515,object
20190111_111600_HoloLens.jpg,902,388,966,518,object
20190111_111600_HoloLens.jpg,373,533,456,731,object
20190111_111600_HoloLens.jpg,435,540,531,733,object
20190111_111600_HoloLens.jpg,590,532,668,742,object
20190111_111600_HoloLens.jpg,740,538,817,740,object
20190111_111600_HoloLens.jpg,812,542,883,741,object
20190111_111600_HoloLens.jpg,744,391,825,527,object
20190111_111600_HoloLens.jpg,516,532,601,734,object
20190111_111611_HoloLens.jpg,257,170,379,360,object
20190111_111611_HoloLens.jpg,445,171,516,379,object
20190111_111611_HoloLens.jpg,523,156,586,371,object
20190111_111611_HoloLens.jpg,622,227,749,365,object
20190111_111611_HoloLens.jpg,833,230,899,363,object
20190111_111611_HoloLens.jpg,268,485,332,646,object
20190111_111611_HoloLens.jpg,349,492,414,639,object
20190111_111611_HoloLens.jpg,523,474,587,617,object
20190111_111611_HoloLens.jpg,600,443,666,607,object
20190111_111611_HoloLens.jpg,686,464,762,598,object
20190111_111611_HoloLens.jpg,772,446,826,594,object
20190111_111611_HoloLens.jpg,837,432,894,576,object
20190111_111611_HoloLens.jpg,731,618,833,792,object
20190111_111611_HoloLens.jpg,666,624,755,789,object
20190111_111611_HoloLens.jpg,593,632,682,792,object
20190111_111616_HoloLens.jpg,361,246,462,467,object
20190111_111616_HoloLens.jpg,451,245,531,461,object
20190111_111616_HoloLens.jpg,532,244,613,465,object
20190111_111616_HoloLens.jpg,614,246,688,463,object
20190111_111616_HoloLens.jpg,687,243,773,461,object
20190111_111616_HoloLens.jpg,771,246,851,469,object
20190111_111616_HoloLens.jpg,853,244,924,455,object
20190111_111616_HoloLens.jpg,383,504,455,716,object
20190111_111616_HoloLens.jpg,463,498,534,719,object
20190111_111616_HoloLens.jpg,536,498,611,698,object
20190111_111616_HoloLens.jpg,615,495,684,702,object
20190111_111616_HoloLens.jpg,692,484,764,713,object
20190111_111616_HoloLens.jpg,767,561,829,701,object
20190111_111616_HoloLens.jpg,829,559,897,701,object
20190111_111616_HoloLens.jpg,911,559,975,698,object
20190111_111623_HoloLens.jpg,371,1,466,146,object
20190111_111623_HoloLens.jpg,511,1,621,152,object
20190111_111623_HoloLens.jpg,582,1,694,161,object
20190111_111623_HoloLens.jpg,661,1,772,163,object
20190111_111623_HoloLens.jpg,742,1,850,166,object
20190111_111623_HoloLens.jpg,824,1,928,169,object
20190111_111623_HoloLens.jpg,389,191,484,379,object
20190111_111623_HoloLens.jpg,460,196,558,380,object
20190111_111623_HoloLens.jpg,525,199,630,383,object
20190111_111623_HoloLens.jpg,595,205,694,392,object
20190111_111623_HoloLens.jpg,673,193,779,404,object
20190111_111623_HoloLens.jpg,740,279,833,414,object
20190111_111623_HoloLens.jpg,816,278,884,414,object
20190111_111623_HoloLens.jpg,893,287,969,418,object
20190111_111623_HoloLens.jpg,416,411,505,570,object
20190111_111623_HoloLens.jpg,479,418,568,587,object
20190111_111623_HoloLens.jpg,541,423,642,594,object
20190111_111623_HoloLens.jpg,671,434,769,609,object
20190111_111623_HoloLens.jpg,742,444,836,619,object
20190111_111623_HoloLens.jpg,810,453,904,629,object
20190111_111623_HoloLens.jpg,892,453,957,637,object
20190111_111631_HoloLens.jpg,369,204,477,388,object
20190111_111631_HoloLens.jpg,487,204,588,391,object
20190111_111631_HoloLens.jpg,553,194,647,393,object
20190111_111631_HoloLens.jpg,662,263,790,393,object
20190111_111631_HoloLens.jpg,888,263,938,403,object
20190111_111631_HoloLens.jpg,360,466,446,587,object
20190111_111631_HoloLens.jpg,423,489,504,602,object
20190111_111631_HoloLens.jpg,567,485,657,615,object
20190111_111631_HoloLens.jpg,636,474,738,624,object
20190111_111631_HoloLens.jpg,727,489,829,633,object
20190111_111631_HoloLens.jpg,814,509,907,647,object
20190111_111631_HoloLens.jpg,360,633,485,792,object
20190111_111631_HoloLens.jpg,428,640,549,792,object
20190111_111641_HoloLens.jpg,154,191,365,457,object
20190111_111641_HoloLens.jpg,385,218,543,471,object
20190111_111641_HoloLens.jpg,514,196,641,474,object
20190111_111641_HoloLens.jpg,675,298,865,483,object
20190111_111641_HoloLens.jpg,1029,317,1129,507,object
20190111_111641_HoloLens.jpg,144,591,286,778,object
20190111_111641_HoloLens.jpg,273,619,381,787,object
